institution_id,institution_name,area,venue,year,pub_count,adjusted_count
https://openalex.org/I76569877,Southeast University,comms,tcom,2024,0,43.11111
https://openalex.org/I204465549,Washington University in St. Louis,flagship,nat-comms,2024,0,43.09035
https://openalex.org/I24943067,Fudan University,sigproc,icassp,2025,0,43.07579
https://openalex.org/I87445476,Xi'an Jiaotong University,powerelec,tpel,2023,0,42.99524
https://openalex.org/I99065089,Tsinghua University,flagship,nat-comms,2019,0,42.97182
https://openalex.org/I74973139,Carnegie Mellon University,robotics,icra,2025,0,42.76797
https://openalex.org/I95457486,"University of California, Berkeley",flagship,pnas,2023,0,42.72757
https://openalex.org/I97018004,Stanford University,flagship,nature,2018,0,42.70729
https://openalex.org/I149594827,Xidian University,em_rf,tap,2022,0,42.6754
https://openalex.org/I204730241,Université Paris Cité,flagship,nat-comms,2022,0,42.66861
https://openalex.org/I79576946,University of Pennsylvania,flagship,nat-comms,2023,0,42.66212
https://openalex.org/I204730241,Université Paris Cité,flagship,nat-comms,2023,0,42.65098
